CO_ENTIDADE,NO_ENTIDADE,NO_MUNICIPIO,TP_DEPENDENCIA,TP_LOCALIZACAO,QT_DOC_INF,QT_MAT_INF,QT_TUR_INF
32053690,EMEB MONTE ALEGRE,Cachoeiro de Itapemirim,3,2,4.0,46.0,2.0
32053711,EEUEF SANTA TEREZINHA,Cachoeiro de Itapemirim,2,2,0.0,0.0,0.0
32053720,EMEB LUIZ SEMPRINI,Cachoeiro de Itapemirim,3,1,0.0,0.0,0.0
32053819,EEUEF COQUEIROS,Cachoeiro de Itapemirim,2,2,0.0,0.0,0.0
32070659,EMEB ABIGAIL DOS SANTOS SIMOES,Cachoeiro de Itapemirim,3,1,7.0,87.0,5.0
32134002,ESCOLA FAMILIA AGRICOLA DE CACHOEIRO DE ITAPEMIRIM - MEPES,Cachoeiro de Itapemirim,4,2,0.0,0.0,0.0
32053452,EMEB SAO VICENTE,Cachoeiro de Itapemirim,3,1,3.0,17.0,2.0
32053495,EMEB UNIDOCENTE ALTO SAO VICENTE,Cachoeiro de Itapemirim,3,2,1.0,4.0,1.0
32053851,EEEF ANDRE LEANDRO SILOTTI,Cachoeiro de Itapemirim,2,2,0.0,0.0,0.0
32053860,EEEFM ZACHEU MOREIRA DA FRAGA,Cachoeiro de Itapemirim,2,2,0.0,0.0,0.0
32069740,EMEB SEBASTIAO DA ROSA MACHADO,Cachoeiro de Itapemirim,3,1,21.0,274.0,14.0
32077106,EMEB JACOMO SILOTTI,Cachoeiro de Itapemirim,3,1,0.0,0.0,0.0
32033656,EMEF LAURINDA PEREIRA DO NASCIMENTO,Cariacica,3,1,0.0,0.0,0.0
32033699,EEPEF PROFESSORA ILDA MEIRELLES FREIRE,Cariacica,2,2,0.0,0.0,0.0
32033702,EMEF WELLINGTON FERREIRA BORGES,Cariacica,3,2,0.0,0.0,0.0
32033710,EMEF ADALBERTO QUEIROZ,Cariacica,3,2,0.0,0.0,0.0
32033729,EMEF ANTONIO COUTINHO OLIVEIRA,Cariacica,3,1,0.0,0.0,0.0
32033745,EEEFM CEL OLIMPIO CUNHA,Cariacica,2,1,0.0,0.0,0.0
32033753,EEEF DR SOUZA ARAUJO,Cariacica,2,1,0.0,0.0,0.0
32033770,EMEF ELISA LEAL BEZERRA,Cariacica,3,1,5.0,56.0,3.0
32033796,EEEFM MARIA DE LOURDES POYARES LABUTO,Cariacica,2,1,0.0,0.0,0.0
32033800,EMEF GENERAL TIBURCIO,Cariacica,3,1,0.0,0.0,0.0
32033826,EEEFM JOSE RODRIGUES COUTINHO,Cariacica,2,1,0.0,0.0,0.0
32033842,EMEF MANOEL PASCHOAL DE OLIVEIRA,Cariacica,3,1,0.0,0.0,0.0
32033850,EMEF MARIA GUILHERMINA DE CASTRO,Cariacica,3,1,0.0,0.0,0.0
32033877,EMEF MARTIM LUTERO,Cariacica,3,1,0.0,0.0,0.0
32033885,EMEF HEMOGENIA MARIA DA CONCEICAO,Cariacica,3,1,0.0,0.0,0.0
32033907,EMEF ARTHUR DA COSTA E SILVA,Cariacica,3,1,0.0,0.0,0.0
32033931,EMEF PROFESSOR AUGUSTO LUCIANO,Cariacica,3,1,0.0,0.0,0.0
32033940,EEEFM SATURNINO RANGEL MAURO,Cariacica,2,1,0.0,0.0,0.0
32033958,EMEF TEOTONIO BRANDAO VILELA,Cariacica,3,1,0.0,0.0,0.0
32033982,EMEF VIENNA ROSETTI GUTERRES,Cariacica,3,1,0.0,0.0,0.0
32033990,EMEF PROFESSORA TANIA PONCIO LEITE,Cariacica,3,1,7.0,23.0,2.0
32034016,EEEFM ANA LOPES BALESTRERO,Cariacica,2,1,0.0,0.0,0.0
32034040,EEEFM SAO JOAO BATISTA - CARIACICA,Cariacica,2,1,0.0,0.0,0.0
32034180,COLEGIO PANORAMICO,Cariacica,4,1,8.0,84.0,6.0
32034202,EMEF CACHOEIRINHA,Cariacica,3,2,0.0,0.0,0.0
32034245,CMEI CLETO PRUDENCIO RODRIGUES,Cariacica,3,1,37.0,455.0,24.0
32034253,CMEI DARCY RODRIGUES CARDOSO,Cariacica,3,1,32.0,390.0,20.0
32034261,CMEI ROSALINA MARQUES DE SOUZA,Cariacica,3,1,14.0,189.0,12.0
32034270,EMEF VIRGILIO FRANCISCO SCHWAB,Cariacica,3,1,0.0,0.0,0.0
32034288,CAT BARBARA MONTEIRO LINDEMBERG,Cariacica,4,1,0.0,0.0,0.0
32034296,CAT IND ARNALDO MAGALHAES FILHO,Cariacica,4,1,7.0,40.0,2.0
32034369,CE VINICIUS DE MORAES,Cariacica,4,1,5.0,82.0,3.0
32034377,COLEGIO CASTRO ALVES,Cariacica,4,1,5.0,85.0,5.0
32034407,COLEGIO PASSIONISTA,Cariacica,4,1,6.0,49.0,4.0
32034458,EEEF CASTELO BRANCO,Cariacica,2,1,0.0,0.0,0.0
32034466,EMEF HILARIO VIEIRA DA SILVA,Cariacica,3,1,0.0,0.0,0.0
32034482,EMEF ORLANDO MOREIRA DE LIMA,Cariacica,3,1,0.0,0.0,0.0
32034490,EMEF MARIA AUGUSTA TAVARES,Cariacica,3,1,0.0,0.0,0.0
32034504,EMEF ALMERINDA PORTELA COLODETTE,Cariacica,3,1,0.0,0.0,0.0
32034512,EMEF VALDECI CEZARIO,Cariacica,3,1,0.0,0.0,0.0
32034520,ESCOLA ADVENTISTA DE CAMPO GRANDE,Cariacica,4,1,11.0,150.0,9.0
32034547,EMEF AMENOPHIS DE ASSIS,Cariacica,3,1,0.0,0.0,0.0
32034555,EMEF ANGELO ZANI,Cariacica,3,1,0.0,0.0,0.0
32034563,EMEFTI ANTONIO ESTEVES,Cariacica,3,1,0.0,0.0,0.0
32034571,EMEF BOA VISTA,Cariacica,3,1,0.0,0.0,0.0
32034598,EMEF NILTON GOMES,Cariacica,3,1,0.0,0.0,0.0
32034601,EMEF FERDINANDO SANTORIO,Cariacica,3,1,0.0,0.0,0.0
32034610,EMEFTI GLADISTON REGIS BARBOSA,Cariacica,3,1,0.0,0.0,0.0
32034636,EEEFMTI ITAGIBA ESCOBAR,Cariacica,2,1,0.0,0.0,0.0
32034644,EEEFM JOSE VITOR FILHO,Cariacica,2,1,0.0,0.0,0.0
32034652,EEEFM JESUS CRISTO REI,Cariacica,2,1,0.0,0.0,0.0
32034660,EMEF JOANA MARIA DA SILVA,Cariacica,3,1,0.0,0.0,0.0
32034679,EEEFM JOAO CRISOSTOMO BELESA,Cariacica,2,1,0.0,0.0,0.0
32034687,EMEF JOSE MARIA FERREIRA,Cariacica,3,1,0.0,0.0,0.0
32034709,EMEF LUZBEL PRETTI,Cariacica,3,1,0.0,0.0,0.0
32034717,EMEF MANOEL MELLO SOBRINHO,Cariacica,3,1,0.0,0.0,0.0
32034733,EMEF MARIA PAIVA,Cariacica,3,1,0.0,0.0,0.0
32034741,EEEFM MARIANO FIRME DE SOUZA,Cariacica,2,1,0.0,0.0,0.0
32034750,EMEF JONES DOS SANTOS NEVES,Cariacica,3,1,0.0,0.0,0.0
32034768,EMEF MARILIA REZENDE COUTINHO,Cariacica,3,1,0.0,0.0,0.0
32034776,EMEFTI LEONILDA DAS GRACAS LANGA,Cariacica,3,1,0.0,0.0,0.0
32034784,EMEF NOSSA SENHORA APARECIDA,Cariacica,3,1,0.0,0.0,0.0
32034792,EMEF OLIVEIRA CASTRO,Cariacica,3,1,0.0,0.0,0.0
32034806,EMEF PEDRO VENTURIM,Cariacica,3,1,0.0,0.0,0.0
32034822,EMEF ECIM DR AFONSO SCHWAB,Cariacica,3,1,0.0,0.0,0.0
32034857,CEEFMTI PROFESSORA MARIA PENEDO,Cariacica,2,1,0.0,0.0,0.0
32034865,EMEF ANTERO JOSE DO NASCIMENTO,Cariacica,3,1,0.0,0.0,0.0
32034881,EMEF ROSA DA PENHA,Cariacica,3,1,0.0,0.0,0.0
32034911,EMEF STELIDA DIAS,Cariacica,3,1,0.0,0.0,0.0
32034920,EEEF STELLITA RAMOS,Cariacica,2,1,0.0,0.0,0.0
32034938,EMEF TANCREDO DE ALMEIDA NEVES,Cariacica,3,1,0.0,0.0,0.0
32034946,CMEI TEREZA TIRONI MARTINS,Cariacica,3,1,44.0,461.0,26.0
32034954,EEEFM THEODOMIRO RIBEIRO COELHO,Cariacica,2,1,0.0,0.0,0.0
32034962,EMEF TIRADENTES,Cariacica,3,1,0.0,0.0,0.0
32034970,EMEF VENTINO DA COSTA BRANDAO,Cariacica,3,1,0.0,0.0,0.0
32034989,EMEF AYRTON SENNA,Cariacica,3,1,0.0,0.0,0.0
32034997,EMEF ZAIRA MANHAES DE ANDRADE,Cariacica,3,1,0.0,0.0,0.0
32035012,EEEFM ARY PARREIRAS,Cariacica,2,1,0.0,0.0,0.0
32035039,EEEFM HUNNEY EVEREST PIOVESAN,Cariacica,2,1,0.0,0.0,0.0
32035047,EMEF JOAO PEDRO DA SILVA,Cariacica,3,1,0.0,0.0,0.0
32035080,EEEFM PROF JOAQUIM BARBOSA QUITIBA,Cariacica,2,1,0.0,0.0,0.0
32035101,EMEF TALMA SARMENTO DE MIRANDA,Cariacica,3,1,0.0,0.0,0.0
32035217,CENTRO EDUCACIONAL SAO GERALDO,Cariacica,4,1,4.0,21.0,2.0
32035241,EMEFTI PROFESSOR CERQUEIRA LIMA,Cariacica,3,1,0.0,0.0,0.0
32035276,CMEI PEDRO VIEIRA DA SILVA,Cariacica,3,1,19.0,215.0,12.0
32035284,CMEI APARECIDA DA CONCEICAO CASAGRANDE CAMILIO,Cariacica,3,1,19.0,231.0,12.0
32035292,CMEI CORINA SERRANO MOTA,Cariacica,3,1,23.0,269.0,14.0
32035306,CMEI LARISSA PEREIRA BATISTA,Cariacica,3,1,0.0,0.0,0.0
32035314,CMEI EDMILSON VAREJAO,Cariacica,3,1,25.0,280.0,16.0
32035322,CMEI ERENITA RODRIGUES TRANCOSO,Cariacica,3,1,35.0,429.0,25.0
32035349,CMEI MANOEL COUTINHO SIQUEIRA,Cariacica,3,1,22.0,201.0,12.0
32035357,CMEI GERALDO MENEGUCCI,Cariacica,3,1,20.0,174.0,12.0
32035365,CMEI MARIA APARECIDA LACERDA MOURA,Cariacica,3,1,16.0,134.0,8.0
32035373,CMEI DOM JOSE MAURO PEREIRA BASTOS,Cariacica,3,1,19.0,224.0,12.0
32064780,EMEF PADRE GABRIEL ROGER MAIRE,Cariacica,3,1,0.0,0.0,0.0
32064810,EMEF PADRE ANTHONIUS LUTE,Cariacica,3,1,5.0,39.0,2.0
32064829,EMEF HILDA SCARPINO,Cariacica,3,1,0.0,0.0,0.0
32064870,EMEF ROSA MARIA REIS,Cariacica,3,1,0.0,0.0,0.0
32066163,CEDTEC ENSINO E SOLUCOES DIDATICAS LTDA,Cariacica,4,1,0.0,0.0,0.0
32067399,CMEI SILVINO DE PAULA RAMOS,Cariacica,3,1,19.0,195.0,12.0
32067402,EMEF OLIVINO ROCHA,Cariacica,3,1,0.0,0.0,0.0
32067410,CMEI MARIA RIBEIRO REZENDE,Cariacica,3,1,32.0,364.0,20.0
32067429,CAEE PADRE GABRIEL MAIRE APAE-CARIACICA,Cariacica,4,1,0.0,0.0,0.0
32067771,EMEF MARIUZA SECHIN,Cariacica,3,1,0.0,0.0,0.0
32068638,CMEI JOAO COLOMBO,Cariacica,3,1,12.0,130.0,8.0
32068646,CMEI ALZIRA MARIA DE JESUS,Cariacica,3,1,15.0,146.0,8.0
32068859,CENTRO EDUCACIONAL VICENTE PELICIONI,Cariacica,4,1,5.0,40.0,2.0
32068867,CMEI VINICIUS DE MORAES,Cariacica,3,1,19.0,148.0,10.0
32069391,EMEF ANTARIO ALEXANDRE THEODORO FILHO,Cariacica,3,1,0.0,0.0,0.0
32070250,CE SAMARITANO,Cariacica,4,1,3.0,42.0,3.0
32070268,CMEI RAFAEL CAPUCHO MAZIOLI,Cariacica,3,1,16.0,125.0,8.0
32070292,CMEI CECILIA MEIRELES,Cariacica,3,1,14.0,153.0,8.0
32070306,CMEI EMILIANA GILES BRAGANCA,Cariacica,3,1,27.0,305.0,18.0
32070314,CMEI JAIME DOS SANTOS,Cariacica,3,1,30.0,380.0,20.0
32071477,CMEI JACY PEREIRA,Cariacica,3,1,11.0,142.0,8.0
32072970,CE THOMAS EDSON,Cariacica,4,1,5.0,51.0,4.0
32072988,ESCOLA ESPACO DO SABER,Cariacica,4,1,5.0,39.0,5.0
32073097,EMEF SEBASTIAO RODRIGUES SOBRINHO,Cariacica,3,1,0.0,0.0,0.0
32073445,EEEFM NEA SALLES NUNES PEREIRA,Cariacica,2,1,0.0,0.0,0.0
32073534,EMEFTI DEOCLECIANO FRANCISCO DA VITORIA,Cariacica,3,1,0.0,0.0,0.0
32074654,EMEF AGUSTINHA MUNIZ DE OLIVEIRA,Cariacica,3,1,0.0,0.0,0.0
32074662,EMEF SAO JOAO CHRISOSTOMO,Cariacica,3,1,0.0,0.0,0.0
32074743,CRECHE COMUNITARIA RENASCER,Cariacica,4,1,0.0,0.0,0.0
32074760,CMEI PRINCIPIO DO SABER,Cariacica,3,1,13.0,160.0,8.0
32074883,ASSOCIACAO O BOM SAMARITANO DO BRASIL,Cariacica,4,1,0.0,0.0,0.0
32075316,CMEI ALTIVA BELMOND DE CAMPOS,Cariacica,3,1,40.0,431.0,24.0
32076363,COLEGIO LUSIADAS,Cariacica,4,1,0.0,0.0,0.0
32076410,EEEFM DR JOSE MOYSES,Cariacica,2,1,0.0,0.0,0.0
32076703,CMEI MARIA JARDELINA SANTOS,Cariacica,3,1,29.0,367.0,20.0
32077351,CENTRO DE EDUCACAO INFANTIL FE E ALEGRIA,Cariacica,4,1,0.0,0.0,0.0
32077360,EMEF ALICE COUTINHO SANTOS,Cariacica,3,1,0.0,0.0,0.0
32077378,CMEI PASTOR JOCARLY ALVES CARDOSO,Cariacica,3,1,25.0,375.0,20.0
32077386,CMEI DOM JOAO BATISTA DA MOTTA E ALBUQUERQUE,Cariacica,3,1,18.0,191.0,10.0
32077424,EMEF CLEILZA AMARAL VAZ,Cariacica,3,1,0.0,0.0,0.0
32077491,CRECHE SORRISO DE CRIANCA,Cariacica,4,1,0.0,0.0,0.0
32078331,CMEI WILSON ALVES DO NASCIMENTO,Cariacica,3,1,14.0,144.0,8.0
32078374,ECECTI MARGARETE CRUZ PEREIRA,Cariacica,3,2,0.0,0.0,0.0
32079540,CMEI AMELIA VIRGINIA BARBOSA MACHADO,Cariacica,3,1,22.0,294.0,16.0
32079591,EMEF EUVIRA BENEDITA CARDOSO DA SILVA,Cariacica,3,1,0.0,0.0,0.0
32079923,CMEI MANOEL PEDRO ROCHA,Cariacica,3,1,15.0,153.0,8.0
32080018,CMEI TARCILIO MONTANARI,Cariacica,3,1,24.0,381.0,20.0
32080077,CE PEQUENOS BRILHANTES,Cariacica,4,1,0.0,0.0,0.0
32080085,CRECHE CANTINHO CRIANCA FELIZ,Cariacica,4,1,0.0,0.0,0.0
32080123,CEI PIQUITITO,Cariacica,4,1,0.0,0.0,0.0
32080166,CMEI JULIO COUTINHO,Cariacica,3,1,15.0,184.0,10.0
32080654,PEF - PENITENCIARIA ESTADUAL FEMININA DE TUCUM,Cariacica,2,1,0.0,0.0,0.0
32080662,HCTP- HOSPITAL DE CUSTODIA E TRAT PSIQUIATRICO,Cariacica,2,1,0.0,0.0,0.0
32080816,IASES - INSTITUTO DE ATEND SOCIO EDUCAT DO ESP SANTO,Cariacica,2,1,0.0,0.0,0.0
32081197,ESCOLA DE EDUCACAO INFANTIL ESPACO DO SABER,Cariacica,4,1,0.0,0.0,0.0
32081448,CMEI LUIZ SANTIAGO FILHO,Cariacica,3,1,25.0,294.0,17.0
32081456,CMEI JOAO BUBACH,Cariacica,3,1,28.0,301.0,16.0
32081510,CEI SEMEAR,Cariacica,4,1,0.0,0.0,0.0
32081812,CENTRO EDUCACIONAL ESCOLINHA ABC,Cariacica,4,1,3.0,18.0,3.0
32082100,CMEI MARIA CUSTODIA DE JESUS,Cariacica,3,1,29.0,320.0,18.0
32082312,EMEF NOEMIA COSTA DE LIMA,Cariacica,3,1,0.0,0.0,0.0
32082410,ESCOLA FORMATE,Cariacica,4,1,0.0,0.0,0.0
32082584,EMEF JOSE ZACCHI,Cariacica,3,1,0.0,0.0,0.0
32082975,CMEI VANDA DERLI RANGEL TEIXEIRA,Cariacica,3,1,14.0,157.0,10.0
32082983,CMEI BERNADETE BARBOSA LEMOS,Cariacica,3,1,17.0,176.0,10.0
32083068,CMEITI CELITA NASCIMENTO DA ROS,Cariacica,3,1,10.0,100.0,5.0
32083130,EMEFTI ECIM CEL PM ORLADY ROCHA FILHO,Cariacica,3,1,0.0,0.0,0.0
32083173,EMEFTI ELIEZER BATISTA,Cariacica,3,1,0.0,0.0,0.0
32083190,CMEITI ELIEZER BATISTA,Cariacica,3,1,19.0,203.0,10.0
32083211,CMEITI VALDECI DA CRUZ CORREA,Cariacica,3,1,15.0,203.0,10.0
32083530,CMEI MARIA IZABEL MESSIAS DINIZ,Cariacica,3,1,16.0,180.0,10.0
32083548,GRAU TECNICO CARIACICA,Cariacica,4,1,0.0,0.0,0.0
32083564,EMEFTI ALVARO ARMELONI,Cariacica,3,1,0.0,0.0,0.0
32083688,CENTRO EDUCACIONAL INOVACAO,Cariacica,4,1,4.0,41.0,4.0
32084170,CRECHE HAPPY KIDS,Cariacica,4,1,5.0,81.0,5.0
32084196,SEST SENAT A 12 - CARIACICA,Cariacica,4,1,0.0,0.0,0.0
32086806,NUCLEO SOCIAL ROGER FERNANDES RODRIGUES - PROJETO BEM- ME- QUER,Cariacica,4,1,0.0,0.0,0.0
32088205,CEI CRIANCA E CIA,Cariacica,4,1,5.0,38.0,5.0
32088400,CENTRO EDUCACIONAL INFANTIL PROJETANDO O FUTURO,Cariacica,4,1,2.0,60.0,4.0
32088809,EI PRIMEIROS PASSOS,Cariacica,4,1,2.0,25.0,2.0
32089007,CE PEQUENOS PASSOS,Cariacica,4,1,4.0,53.0,4.0
32089406,CE ESTRELA DO AMANHA LTDA-ME,Cariacica,4,1,0.0,0.0,0.0
32090005,CEI E CRECHE SENNA S,Cariacica,4,1,0.0,0.0,0.0
32090404,CEI BRILHO DE SOL,Cariacica,4,1,12.0,170.0,12.0
32090609,CE CAMINHO DO SOL,Cariacica,4,1,0.0,0.0,0.0
32090803,CRECHE ESCOLA PASSINHOS DO SABER,Cariacica,4,1,0.0,0.0,0.0
32097000,CENTRO EDUCACIONAL ALPHA KIDS,Cariacica,4,1,3.0,9.0,3.0
32098600,CE CANTINHO DA CRIANCA,Cariacica,4,1,2.0,14.0,2.0
32098804,CEI CANTINHO ENCANTADO,Cariacica,4,1,4.0,46.0,5.0
32100809,EMEF VALDICI ALVES BAIER,Cariacica,3,1,0.0,0.0,0.0
32102208,CMEI IVAN ROBERTO DE SOUSA,Cariacica,3,1,17.0,209.0,12.0
32102216,CMEI MARIA INES GURTLER,Cariacica,3,1,17.0,235.0,12.0
32102224,CMEI ABILIO LUIZ FAGUNDES,Cariacica,3,1,27.0,378.0,20.0
32102232,CMEI MARIA RACHEL DO NASCIMENTO,Cariacica,3,1,21.0,276.0,15.0
32102240,CMEI JOSE LUIS ARAUJO,Cariacica,3,1,30.0,420.0,22.0
32104014,CE LMB SOARES LTDA ME,Cariacica,4,1,0.0,0.0,0.0
32105002,CE ALEGRIA DO SABER,Cariacica,4,1,0.0,0.0,0.0
32106009,CENTRO EDUCACIONAL SOL NASCENTE,Cariacica,4,1,4.0,48.0,4.0
32108010,INFANCIA URSINHO PIMPAO,Cariacica,4,1,0.0,0.0,0.0
32110006,CRECHEZINHA PALHACINHO FELIZ,Cariacica,4,1,4.0,50.0,5.0
32127006,CE PASSAREDO,Cariacica,4,1,3.0,24.0,4.0
32034318,CE SONHO MEU,Cariacica,4,1,3.0,62.0,3.0
32034539,EMEF ALVARO ARMELONI,Cariacica,3,1,0.0,0.0,0.0
32034580,EMEF CELESTINO DE ALMEIDA,Cariacica,3,1,0.0,0.0,0.0
32034628,EMEF IRACY GOBBI,Cariacica,3,1,0.0,0.0,0.0
32034695,EMEF JOCARLY GOMES SALLES,Cariacica,3,1,0.0,0.0,0.0
32034814,CEEFTI PRESIDENTE CASTELO BRANCO,Cariacica,2,1,0.0,0.0,0.0
32034830,EEEF PROF AUGUSTO CARVALHO,Cariacica,2,1,0.0,0.0,0.0
32034873,EMEF RENASCER,Cariacica,3,1,0.0,0.0,0.0
32034890,EMEFTI EURIDES GABRIEL,Cariacica,3,1,0.0,0.0,0.0
32034903,EMEF SAO JORGE,Cariacica,3,1,0.0,0.0,0.0
32035004,EEEFM ALZIRA RAMOS,Cariacica,2,1,0.0,0.0,0.0
32035063,EEEFM PROF MARIA DE LOURDES SANTOS SILVA,Cariacica,2,1,0.0,0.0,0.0
32035098,CEEFMTI PROFESSOR JOSE LEAO NUNES,Cariacica,2,1,0.0,0.0,0.0
32035110,EMEF ECIM TERFINA ROCHA FERREIRA,Cariacica,3,1,0.0,0.0,0.0
32035330,CMEI JESUS MENINO,Cariacica,3,1,20.0,267.0,16.0
32064241,COLEGIO AMERICANO BATISTA DE C GRANDE,Cariacica,4,1,0.0,0.0,0.0
32064462,CE RIBEIRO GOUVEA,Cariacica,4,1,4.0,35.0,2.0
32068875,EEI FRACALOSSI,Cariacica,4,1,0.0,0.0,0.0
32070276,CE MUNDO MODERNO,Cariacica,4,1,6.0,70.0,6.0
32077394,CMEI BENEDITO RIBEIRO DE ALMEIDA,Cariacica,3,1,17.0,200.0,10.0
32080131,ESCOLA PARA A VIDA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL SESC CARIACICA,Cariacica,4,1,10.0,94.0,5.0
32080824,IFES - CAMPUS CARIACICA,Cariacica,1,1,0.0,0.0,0.0
32080832,ESCOLA MEIMEI,Cariacica,4,1,0.0,0.0,0.0
32081529,CENTRO EDUCACIONAL CATAVENTO,Cariacica,4,1,0.0,0.0,0.0
32088000,CENTRO DE EDUCACAO INFANTIL DOCURA,Cariacica,4,1,2.0,29.0,3.0
32090200,ESCOLINHA TIA PITI,Cariacica,4,1,0.0,0.0,0.0
32091400,CE PEDACINHO DO CEU,Cariacica,4,1,0.0,0.0,0.0
32091800,ESCOLA MORANGUINHO LTDA,Cariacica,4,1,0.0,0.0,0.0
32092601,CRECHE SER CRIANCA,Cariacica,4,1,0.0,0.0,0.0
32097204,CEI SOFIA,Cariacica,4,1,0.0,0.0,0.0
32102259,CMEI ANA LUCIA FERREIRA DA SILVA,Cariacica,3,1,36.0,324.0,20.0
32053975,EEE DE CASTELO,Castelo,4,1,0.0,0.0,0.0
32053991,EMEIEF ESPLANADA DO CASTELO,Castelo,3,1,7.0,39.0,3.0
32054009,EMEIEF FREI JUAN ECHAVARRI ASIAIN,Castelo,3,2,4.0,13.0,1.0
32054076,EMEIEF MADALENA PISA,Castelo,3,1,12.0,121.0,6.0
32054084,EMEF NESTOR GOMES,Castelo,3,1,0.0,0.0,0.0
32054092,EEEFM JOAO BLEY,Castelo,2,1,0.0,0.0,0.0
32054238,EMEIEF CENTRO UNIFICADO CONSTANTINO JOSE VIEIRA,Castelo,3,1,9.0,112.0,6.0
32054343,CEET EMILIO NEMER,Castelo,2,1,0.0,0.0,0.0
32054726,EMEIEF ANTONIO SASSO,Castelo,3,2,5.0,19.0,1.0
32054777,EMEIEF CECILIA DESTHEFANI SECCHIN,Castelo,3,2,4.0,10.0,1.0
32054807,EMEIEF ANTONIO TEIXEIRA DE MELO,Castelo,3,1,5.0,34.0,2.0
32054815,EMEI ARINEA PAYER FAE,Castelo,3,1,0.0,0.0,0.0
32054840,EMEIEF COLMAR ROCHA,Castelo,3,1,0.0,0.0,0.0
32054920,CEIM SEBASTIAO DE MORAES,Castelo,3,1,17.0,155.0,12.0
32055013,EMEIEF FELINTO MARTINS,Castelo,3,1,8.0,60.0,3.0
32062869,CEI NOSSA SENHORA DA PENHA,Castelo,4,1,9.0,123.0,7.0
32065060,COLEGIO EXPOENTE DE CASTELO,Castelo,4,1,14.0,132.0,12.0
32072368,EMEIEF FREI JOSE OSES,Castelo,3,1,9.0,121.0,6.0
32074620,EMEF FLORESCER,Castelo,3,1,0.0,0.0,0.0
32076100,CEIM PROFESSORA ABIGAIL SILVA DE ANDRADE,Castelo,3,1,25.0,280.0,20.0
32078447,CEIM VIRGINIA ZUIM CARARI,Castelo,3,1,0.0,0.0,0.0
32079397,ESCOLA FAMILIA AGRICOLA DE CASTELO - MEPES,Castelo,4,2,0.0,0.0,0.0
32080646,EDUCANDARIO SAGRADA FAMILIA,Castelo,4,1,0.0,0.0,0.0
32082118,CEIM PROF MARIA DE LURDES SILVA BORTOLO,Castelo,3,1,13.0,134.0,9.0
32082568,CENTRO DE ENSINO INFANTIL E FUNDAMENTAL IMPACTO EDUCACIONAL LTDA,Castelo,4,1,7.0,67.0,5.0
32094019,CRECHE CASULO ANGELITA LOMBA,Castelo,4,1,0.0,0.0,0.0
32121032,CEIM ERLITA BICALHO NEMER,Castelo,3,1,14.0,116.0,8.0
32055005,EMEIEF DELZA FRASSON,Castelo,3,2,5.0,35.0,2.0
32055188,EMEIEF IRMAOS MANGIFESTE,Castelo,3,2,5.0,14.0,1.0
32055323,EMEIEF RAFAEL CAMPANHA,Castelo,3,2,5.0,15.0,1.0
32054769,EMEIEF REINALDO FIM,Castelo,3,2,9.0,23.0,2.0
32080557,EMEIEF FORNO GRANDE,Castelo,3,2,3.0,17.0,1.0
32055315,EMEIEF MONTEPIO,Castelo,3,2,7.0,18.0,2.0
32054971,EMEIEF ADILSON FURLAN,Castelo,3,2,6.0,25.0,2.0
32010303,CEEJA PEDRO ANTONIO VITALI,Colatina,2,1,0.0,0.0,0.0
32010311,COLEGIO MARISTA,Colatina,4,1,15.0,142.0,10.0
32010320,CEIM ANJO DA GUARDA,Colatina,3,1,10.0,92.0,8.0
32010346,CEIM NOSSA SENHORA DA PENHA,Colatina,3,1,21.0,233.0,16.0
32010354,CEIM SAGRADA FAMILIA,Colatina,3,1,16.0,162.0,12.0
32010362,CEIM SANTO ANTONIO GIUSEPPE VITALE,Colatina,3,1,29.0,324.0,22.0
32010370,CEIM VICENTE DE PAULO,Colatina,3,1,16.0,129.0,11.0
32010389,CEIM VISTA DA SERRA,Colatina,3,1,14.0,91.0,8.0
32010397,CEIM NOSSA SENHORA APARECIDA,Colatina,3,1,24.0,343.0,22.0
32010400,ESCOLA ADVENTISTA DO ESPIRITO SANTO,Colatina,4,1,7.0,36.0,3.0
32010419,EPM QUINZE DE OUTUBRO,Colatina,3,1,3.0,17.0,1.0
32010435,EPM ROTARY CLUB,Colatina,3,1,3.0,18.0,1.0
32010460,EMEIEF AMELIO FORECHI,Colatina,3,1,3.0,20.0,1.0
32010478,EMEF ANTONIO NICCHIO,Colatina,3,1,0.0,0.0,0.0
32010486,EEEFM ARISTIDES FREIRE,Colatina,2,1,0.0,0.0,0.0
32010516,EMEF CORONEL VIRGINIO CALMON,Colatina,3,1,0.0,0.0,0.0
32010524,EMEIEFTI CLERES MARTINS MOREIRA,Colatina,3,1,4.0,37.0,2.0
32010532,EMEIEF DR CARLOS GERMANO NAUMANN,Colatina,3,1,4.0,42.0,2.0
32010540,EMEF DR OCTAVIO MANHAES DE ANDRADE,Colatina,3,1,0.0,0.0,0.0
32010559,EMEF DR RAUL GIUBERTI,Colatina,3,1,0.0,0.0,0.0
32010567,EMEFTI DR UBALDO RAMALHETE,Colatina,3,1,0.0,0.0,0.0
32010583,EMEF EUGENIO MENEGHELLI,Colatina,3,1,0.0,0.0,0.0
32010591,EMEF FERRUCIO FORRECHI,Colatina,3,1,0.0,0.0,0.0
32010605,EMEIEF FREI ISAIAS LEGGIO DA RAGUSA,Colatina,3,1,4.0,35.0,2.0
